timestamp,open,high,low,close,volume
2025-09-11 18:00:00,897.49,897.92,894.3,894.91,2687.366
2025-09-11 19:00:00,894.92,897.18,894.66,896.81,2350.287
2025-09-11 20:00:00,896.81,897.58,895.86,897.29,2144.05
2025-09-11 21:00:00,897.29,897.45,895.33,896.89,2042.215
2025-09-11 22:00:00,896.88,902.37,896.37,901.65,6673.423
2025-09-11 23:00:00,901.64,903.67,900.55,902.77,9232.71
2025-09-12 00:00:00,902.77,908.93,901.41,905.45,13623.644
2025-09-12 01:00:00,905.45,907.06,904.09,904.76,6317.246
2025-09-12 02:00:00,904.75,906.33,903.08,904.0,4643.513
2025-09-12 03:00:00,904.0,906.22,901.8,904.7,6929.311
2025-09-12 04:00:00,904.69,908.52,903.74,908.0,11320.64
2025-09-12 05:00:00,908.01,909.69,906.66,908.9,9965.421
2025-09-12 06:00:00,908.9,909.66,907.58,908.66,7344.08
2025-09-12 07:00:00,908.66,908.75,903.14,903.45,9613.404
2025-09-12 08:00:00,903.45,905.47,902.34,905.1,6758.456
2025-09-12 09:00:00,905.11,909.51,904.99,907.67,12886.392
2025-09-12 10:00:00,907.67,909.28,905.98,906.91,11071.297
2025-09-12 11:00:00,906.9,907.2,904.62,905.44,5065.993
2025-09-12 12:00:00,905.45,909.88,904.0,908.35,8436.455
2025-09-12 13:00:00,908.35,909.64,907.1,908.91,4963.557
2025-09-12 14:00:00,908.91,909.7,907.15,908.57,8579.946
2025-09-12 15:00:00,908.56,908.56,905.53,907.01,6162.915
2025-09-12 16:00:00,907.01,909.5,906.96,909.41,5149.369
2025-09-12 17:00:00,909.42,918.99,908.32,917.36,30946.7535
2025-09-12 18:00:00,917.35,925.78,915.4,923.01,27329.1882
2025-09-12 19:00:00,923.01,924.9,920.9,924.2,9012.374
2025-09-12 20:00:00,924.19,927.24,922.48,925.01,8982.649
2025-09-12 21:00:00,925.0,925.73,922.16,923.34,7104.664
2025-09-12 22:00:00,923.34,929.9,923.34,925.18,8373.3195
2025-09-12 23:00:00,925.18,925.39,922.46,924.8,9687.35
2025-09-13 00:00:00,924.81,927.83,923.64,927.01,8173.051
2025-09-13 01:00:00,927.01,929.25,926.7,926.84,9275.108
2025-09-13 02:00:00,926.85,929.33,925.22,927.37,7022.049
2025-09-13 03:00:00,927.37,929.33,926.17,927.73,7702.288
2025-09-13 04:00:00,927.72,927.75,924.7,926.05,6343.132
2025-09-13 05:00:00,926.06,927.98,925.02,925.17,5201.358
2025-09-13 06:00:00,925.16,925.94,924.0,924.84,4550.468
